track,type,raceIdx,runaway,sample,rank,index,effSpeed,product,baseSpeed,spreadFactor,speedBonusMult,boost,brake,rowEnvMult,trajectoryMult,areaBonusMult,governorMult,servoSaturated,servoHeadroom,bandHeadroom,finishClamp,gapAhead
mountainstreet,open,1,0,0.9,2,27,0.000134686,0.000134686,0.000132843,0.91866,1,1.04,1,1,0.974882,1,1,0,0.125118,0.162679,0,2.031
mountainstreet,open,1,0,0.9,3,36,0.000140138,0.000140138,0.000147274,1.018457,1,1,1,1,0.951547,1,1,0,0.148453,0.062882,0,0.1114
mountainstreet,open,1,0,0.9,4,7,0.000138228,0.000138228,0.000156367,1.08134,1,1.04,1,1,0.85,1,1,0,0.25,0,0,0.292
mountainstreet,open,1,0,0.9,5,19,0.00014616,0.00014616,0.000152383,1.048012,1.005515,1,1,1,0.959162,1,1,0,0.140838,0.033328,0,0.0208
mountainstreet,open,1,0,0.9,6,16,0.000143639,0.000143639,0.000151969,1.045162,1.005515,1,0.945,1,1.000198,1,1,0,0.099802,0.036178,0,0.4555
mountainstreet,open,1,0,0.9,7,30,0.000143382,0.000143382,0.00015191,1.044755,1.005515,1,0.945,1,0.998796,1,1,0,0.101204,0.036584,0,0.0886
mountainstreet,open,1,0,0.9,8,8,0.000139356,0.000139356,0.000152816,1.050985,1.005515,1,0.945,1,0.964999,1,1,0,0.135001,0.030355,0,0.2435
mountainstreet,open,1,0,0.9,9,34,0.000131346,0.000131346,0.000157229,1.08134,1.005515,1.04,0.945,1,0.85,1,1,0,0.25,0,0,0.3603
mountainstreet,open,1,0,0.9,10,10,0.000142401,0.000142401,0.000152485,1.048709,1.005515,1.04,0.945,1,0.950213,1,1,0,0.149787,0.03263,0,0.5478
mountainstreet,open,1,0,0.9,11,2,0.000137093,0.000137093,0.000139731,0.966297,1,1.04,0.945,1,0.998288,1,1,0,0.101712,0.115043,0,0.329
mountainstreet,open,1,0,0.9,12,26,0.000139071,0.000139071,0.000141467,0.978299,1,1.04,0.945,1,1.000272,1,1,0,0.099728,0.103041,0,1.1634
