arm,track,type,seed,finaleLeadChanges,finaleDistinctLeaders,deadFinale,gapP1P2,gapP2P3,leaderToMedianLen,frontGroupAtLine,duoEscape,within3At090,bandReach,runaway,parade
OWNERCFG,mountainstreet,open,49,2,3,0,0.763,0.9399,12.392,7,0,7,0.6962,0,0
OWNERCFG,mountainstreet,open,50,2,3,0,2.0581,0.4587,12.1633,4,0,1,0.6962,0,0
OWNERCFG,mountainstreet,open,51,0,1,1,0.4781,0.1006,11.327,8,0,1,0.6962,0,0
OWNERCFG,mountainstreet,open,52,2,3,0,0.142,1.8584,14.2385,3,1,1,0.6962,0,0
OWNERCFG,mountainstreet,open,53,3,4,0,0.6561,2.4833,12.6802,2,0,1,0.6962,0,0
OWNERCFG,mountainstreet,open,54,2,3,0,0.2371,0.2602,10.3045,6,0,1,0.6962,0,0
OWNERCFG,mountainstreet,open,55,3,4,0,2.3006,0.3384,12.3542,3,0,1,0.6962,0,0
OWNERCFG,mountainstreet,open,56,1,2,0,1.1109,0.9664,13.7946,3,0,1,0.6962,0,0
OWNERCFG,mountainstreet,open,57,1,2,0,1.1978,3.712,10.1291,2,0,1,0.6962,0,0
OWNERCFG,mountainstreet,open,58,1,2,0,1.0387,0.1423,10.4017,12,0,1,0.6962,0,0
OWNERCFG,mountainstreet,open,59,2,3,0,2.6543,0.406,11.9186,2,0,0,0.6962,1,0
OWNERCFG,mountainstreet,open,60,0,1,1,1.3156,0.2243,8.2473,8,0,0,0.6962,1,0
OWNERCFG,mountainstreet,open,61,1,2,0,3.2688,0.1825,10.2546,1,0,0,0.6962,1,0
OWNERCFG,mountainstreet,open,62,2,3,0,1.1726,0.4017,10.2842,4,0,2,0.6962,0,0
OWNERCFG,mountainstreet,open,63,3,4,0,0.8008,0.8596,13.185,3,0,4,0.6962,0,0
OWNERCFG,mountainstreet,open,64,0,1,1,2.5973,2.0056,10.2472,2,0,2,0.6962,0,0
OWNERCFG,mountainstreet,open,65,1,2,0,4.1459,0.7498,13.7925,1,0,1,0.6962,0,0
OWNERCFG,mountainstreet,open,66,3,4,0,0.7152,1.1826,12.3366,3,0,1,0.6962,0,0
OWNERCFG,mountainstreet,open,67,1,2,0,2.3302,0.5463,7.1117,3,0,9,0.6962,0,0
OWNERCFG,mountainstreet,open,68,1,2,0,1.3095,2.8226,13.4469,2,0,2,0.6962,0,0
OWNERCFG,mountainstreet,open,69,5,6,0,2.1851,1.4286,12.4528,2,0,0,0.6962,1,0
OWNERCFG,mountainstreet,open,70,1,2,0,1.0928,1.3699,11.1252,3,0,1,0.6962,0,0
OWNERCFG,mountainstreet,open,71,3,4,0,1.5807,2.9177,13.7311,2,0,2,0.6962,0,0
OWNERCFG,mountainstreet,open,72,0,1,1,1.6401,0.6908,8.7261,7,0,0,0.6962,1,0
OWNERCFG,mountainstreet,open,73,3,4,0,3.5133,0.8063,14.13,1,0,1,0.6962,0,0
OWNERCFG,mountainstreet,open,74,2,3,0,2.5727,0.1784,7.8653,6,0,1,0.6962,0,0
OWNERCFG,mountainstreet,open,75,4,5,0,1.5312,0.2135,9.3076,6,0,5,0.6962,0,0
OWNERCFG,mountainstreet,open,76,3,4,0,0.9897,0.3534,8.4212,8,0,5,0.6962,0,0
OWNERCFG,mountainstreet,open,77,1,2,0,0.4605,2.3826,9.3145,3,1,4,0.6962,0,0
OWNERCFG,mountainstreet,open,78,3,4,0,4.9089,0.9295,15.5941,1,0,0,0.6962,1,0
OWNERCFG,mountainstreet,open,79,0,1,1,1.7024,1.0293,10.7467,6,0,7,0.6962,0,0
OWNERCFG,mountainstreet,open,80,3,4,0,2.0267,1.0946,8.6512,2,0,6,0.6962,0,0
OWNERCFG,mountainstreet,open,81,4,4,0,0.1399,0.6983,6.0563,13,0,10,0.6962,0,0
OWNERCFG,mountainstreet,open,82,1,2,0,3.3097,0.8214,11.7633,1,0,3,0.6962,0,0
OWNERCFG,mountainstreet,open,83,2,3,0,3.2512,1.2006,13.9901,1,0,2,0.6962,0,0
OWNERCFG,mountainstreet,open,84,2,3,0,2.0539,2.0709,11.0925,2,0,1,0.6962,0,0
OWNERCFG,mountainstreet,open,85,2,3,0,2.3275,1.6826,14.4756,2,0,2,0.6962,0,0
OWNERCFG,mountainstreet,open,86,2,3,0,0.8512,1.247,6.8292,7,0,9,0.6962,0,0
OWNERCFG,mountainstreet,open,87,0,1,1,3.2062,2.5474,12.6859,1,0,1,0.6962,0,0
OWNERCFG,mountainstreet,open,88,2,3,0,1.451,0.4896,9.2193,3,0,1,0.6962,0,0
OWNERCFG,mountainstreet,open,89,0,1,1,8.7453,0.9725,14.5684,1,0,0,0.6962,1,0
OWNERCFG,mountainstreet,open,90,4,5,0,0.6302,0.0437,4.9236,15,0,12,0.6962,0,0
OWNERCFG,mountainstreet,open,91,5,6,0,0.4811,2.685,16.0752,2,1,2,0.6962,0,0
OWNERCFG,mountainstreet,open,92,3,4,0,0.0686,0.5652,11.9245,5,0,2,0.6962,0,0
OWNERCFG,mountainstreet,open,93,0,1,1,2.8481,3.5111,14.2977,2,0,1,0.6962,0,0
OWNERCFG,mountainstreet,open,94,1,2,0,1.4367,1.2036,11.4176,4,0,2,0.6962,0,0
OWNERCFG,mountainstreet,open,95,0,1,1,0.4131,0.4969,13.699,4,0,2,0.6962,0,0
OWNERCFG,mountainstreet,open,96,2,3,0,1.498,1.3131,12.1137,3,0,2,0.6962,0,0
OWNERCFG,mountainstreet,open,97,2,3,0,2.5646,7.1311,15.4686,2,0,1,0.6962,0,0
OWNERCFG,mountainstreet,open,98,0,1,1,1.2462,0.2677,14.8384,3,0,2,0.6962,0,0
OWNERCFG,mountainstreet,open,99,1,2,0,3.1583,1.1451,16.7909,1,0,1,0.6962,0,0
OWNERCFG,mountainstreet,open,100,2,3,0,0.2736,2.5438,12.5956,3,1,1,0.6962,0,0
OWNERCFG,dirt-oval,closed,1,3,4,0,2.1908,1.2876,9.3642,2,0,1,0.7518,0,0
OWNERCFG,dirt-oval,closed,2,2,3,0,0.1979,2.8588,10.987,2,1,1,0.7518,0,0
OWNERCFG,dirt-oval,closed,3,3,4,0,3.9949,0.0097,10.5671,1,0,0,0.7518,1,0
OWNERCFG,dirt-oval,closed,4,2,3,0,3.8254,1.6405,15.9987,1,0,2,0.7518,0,0
OWNERCFG,dirt-oval,closed,5,2,3,0,0.3877,3.0383,11.3219,2,1,2,0.7518,0,1
OWNERCFG,dirt-oval,closed,6,2,3,0,1.1956,1.658,5.6249,4,0,8,0.7518,0,0
OWNERCFG,dirt-oval,closed,7,1,2,0,0.3646,1.1506,9.1675,3,0,0,0.7518,0,0
OWNERCFG,dirt-oval,closed,8,1,2,0,0.0692,0.0646,7.2586,7,0,2,0.7518,0,0
OWNERCFG,dirt-oval,closed,9,2,3,0,0.4512,0.1091,2.7472,21,0,21,0.7518,0,0
OWNERCFG,dirt-oval,closed,10,0,1,1,3.2848,0.6356,12.152,1,0,9,0.7518,0,0
OWNERCFG,dirt-oval,closed,11,2,3,0,1.4134,0.8469,8.1948,4,0,2,0.7518,0,0
OWNERCFG,dirt-oval,closed,12,3,4,0,2.387,1.1045,11.9413,2,0,2,0.7518,0,0
OWNERCFG,dirt-oval,closed,13,1,2,0,2.6144,1.7463,13.6238,2,0,0,0.7518,1,0
OWNERCFG,dirt-oval,closed,14,0,1,1,1.41,3.6002,12.6622,2,0,1,0.7518,0,0
OWNERCFG,dirt-oval,closed,15,1,2,0,0.183,0.5983,10.1312,8,0,2,0.7518,0,0
OWNERCFG,dirt-oval,closed,16,2,3,0,3.5608,1.6897,19.075,1,0,2,0.7518,0,0
OWNERCFG,dirt-oval,closed,17,1,2,0,0.5042,0.51,7.2588,6,0,9,0.7518,0,0
OWNERCFG,dirt-oval,closed,18,3,4,0,0.6127,0.7401,8.0845,10,0,10,0.7518,0,0
OWNERCFG,dirt-oval,closed,19,0,1,1,0.8689,0.641,14.8346,4,0,1,0.7518,0,0
OWNERCFG,dirt-oval,closed,20,2,3,0,1.6243,0.1211,14.0666,3,0,2,0.7518,0,0
OWNERCFG,dirt-oval,closed,21,5,5,0,0.0683,0.8393,4.1849,12,0,8,0.7518,0,0
OWNERCFG,dirt-oval,closed,22,1,2,0,0.4598,3.9467,10.8738,2,1,2,0.7518,0,1
OWNERCFG,dirt-oval,closed,23,2,3,0,0.3061,1.3393,13.8282,5,0,2,0.7518,0,0
OWNERCFG,dirt-oval,closed,24,1,2,0,0.2962,1.6977,14.9093,4,1,1,0.7518,0,0
OWNERCFG,dirt-oval,closed,25,1,2,0,0.7665,0.7718,12.4327,8,0,2,0.7518,0,0
OWNERCFG,dirt-oval,closed,26,1,2,0,0.5064,1.5009,7.076,6,1,2,0.7518,0,0
OWNERCFG,dirt-oval,closed,27,3,4,0,0.1288,3.7479,17.3483,2,1,2,0.7518,0,1
OWNERCFG,dirt-oval,closed,28,2,3,0,1.4554,0.0709,6.3242,9,0,4,0.7518,0,0
OWNERCFG,dirt-oval,closed,29,2,3,0,0.0342,0.9436,10.7684,3,0,0,0.7518,0,0
OWNERCFG,dirt-oval,closed,30,1,2,0,1.2647,0.4222,6.276,11,0,7,0.7518,0,0
OWNERCFG,dirt-oval,closed,31,2,3,0,5.7488,0.6804,11.1759,1,0,2,0.7518,0,0
OWNERCFG,dirt-oval,closed,32,1,2,0,1.8319,1.2713,10.7287,2,0,10,0.7518,0,0
OWNERCFG,dirt-oval,closed,33,2,3,0,0.0087,0.8497,10.4986,7,0,2,0.7518,0,0
OWNERCFG,dirt-oval,closed,34,4,5,0,0.0419,1.995,14.9476,3,1,2,0.7518,0,0
OWNERCFG,dirt-oval,closed,35,0,1,1,2.709,0.8908,15.3384,2,0,1,0.7518,0,0
OWNERCFG,dirt-oval,closed,36,3,4,0,6.0077,0.1124,12.4355,1,0,2,0.7518,0,0
OWNERCFG,dirt-oval,closed,37,0,1,1,1.1941,0.0913,16.5206,3,0,2,0.7518,0,0
OWNERCFG,dirt-oval,closed,38,5,6,0,1.4746,0.717,9.9111,3,0,5,0.7518,0,0
OWNERCFG,dirt-oval,closed,39,1,2,0,1.4994,2.8299,14.5791,2,0,1,0.7518,0,0
OWNERCFG,dirt-oval,closed,40,2,3,0,0.873,0.8293,6.8842,10,0,9,0.7518,0,0
OWNERCFG,dirt-oval,closed,41,2,3,0,2.1282,7.2445,16.3628,2,0,1,0.7518,0,0
OWNERCFG,dirt-oval,closed,42,3,4,0,0.5522,0.5147,9.6642,5,0,3,0.7518,0,0
OWNERCFG,dirt-oval,closed,43,0,1,1,0.8135,0.2499,13.7308,6,0,6,0.7518,0,0
OWNERCFG,dirt-oval,closed,44,2,3,0,1.5824,0.0246,16.603,4,0,4,0.7518,0,0
OWNERCFG,dirt-oval,closed,45,3,4,0,1.5009,0.2083,8.4497,8,0,7,0.7518,0,0
OWNERCFG,dirt-oval,closed,46,4,5,0,3.4237,0.9159,15.3125,1,0,7,0.7518,0,0
OWNERCFG,dirt-oval,closed,47,0,1,1,0.7172,0.3718,14.15,7,0,5,0.7518,0,0
OWNERCFG,dirt-oval,closed,48,1,2,0,3.475,0.7864,19.727,1,0,2,0.7518,0,0
OWNERCFG,dirt-oval,closed,49,2,3,0,0.8526,0.088,8.5392,7,0,1,0.7518,0,0
OWNERCFG,dirt-oval,closed,50,1,2,0,1.5002,1.0338,14.5395,3,0,1,0.7518,0,0
OWNERCFG,dirt-oval,closed,51,2,3,0,4.3379,1.045,12.2697,1,0,5,0.7518,0,0
OWNERCFG,dirt-oval,closed,52,4,5,0,0.9981,0.7267,8.7751,8,0,10,0.7518,0,0
OWNERCFG,dirt-oval,closed,53,2,3,0,2.2273,0.2524,14.9873,3,0,3,0.7518,0,0
OWNERCFG,dirt-oval,closed,54,2,3,0,1.0125,0.0987,9.3071,8,0,6,0.7518,0,0
OWNERCFG,dirt-oval,closed,55,2,3,0,5.5494,1.2457,17.0218,1,0,3,0.7518,0,0
OWNERCFG,dirt-oval,closed,56,1,2,0,3.5226,0.9586,9.2273,1,0,6,0.7518,0,0
OWNERCFG,dirt-oval,closed,57,2,3,0,1.8578,1.5104,16.5721,2,0,2,0.7518,0,0
OWNERCFG,dirt-oval,closed,58,2,3,0,0.051,1.3035,14.0392,3,0,1,0.7518,0,0
OWNERCFG,dirt-oval,closed,59,2,3,0,1.45,1.1999,11.9095,3,0,2,0.7518,0,0
OWNERCFG,dirt-oval,closed,60,3,4,0,1.5182,2.034,13.1168,2,0,1,0.7518,0,0
OWNERCFG,dirt-oval,closed,61,1,2,0,0.8116,0.719,7.3089,9,0,7,0.7518,0,0
OWNERCFG,dirt-oval,closed,62,1,2,0,1.004,1.3118,13.7147,3,0,0,0.7518,1,0
OWNERCFG,dirt-oval,closed,63,0,1,1,0.9438,1.0461,11.2378,3,0,2,0.7518,0,0
OWNERCFG,dirt-oval,closed,64,3,4,0,1.8228,0.0882,11.257,5,0,3,0.7518,0,0
OWNERCFG,dirt-oval,closed,65,0,1,1,2.2169,0.2564,12.0884,3,0,3,0.7518,0,0
OWNERCFG,dirt-oval,closed,66,3,4,0,1.3031,0.4141,9.0019,4,0,2,0.7518,0,0
OWNERCFG,dirt-oval,closed,67,2,3,0,0.2168,3.5215,13.9536,2,1,1,0.7518,0,1
OWNERCFG,dirt-oval,closed,68,2,3,0,0.2359,0.8111,8.1368,8,0,1,0.7518,0,0
OWNERCFG,dirt-oval,closed,69,0,1,1,1.9194,0.5441,10.1243,3,0,5,0.7518,0,0
OWNERCFG,dirt-oval,closed,70,1,2,0,0.5225,0.344,9.9377,8,0,2,0.7518,0,0
OWNERCFG,dirt-oval,closed,71,1,2,0,1.8731,3.8874,9.7623,2,0,1,0.7518,0,0
OWNERCFG,dirt-oval,closed,72,3,4,0,1.3622,0.2736,6.986,6,0,1,0.7518,0,0
OWNERCFG,dirt-oval,closed,73,0,1,1,1.2796,1.5511,10.6922,3,0,2,0.7518,0,0
OWNERCFG,dirt-oval,closed,74,1,2,0,2.8181,0.6584,10.7393,2,0,3,0.7518,0,0
OWNERCFG,dirt-oval,closed,75,1,2,0,0.2752,0.6268,10.5765,12,0,7,0.7518,0,0
OWNERCFG,dirt-oval,closed,76,0,1,1,0.2209,0.6526,10.9933,11,0,2,0.7518,0,0
OWNERCFG,dirt-oval,closed,77,0,1,1,3.8561,0.795,9.7317,1,0,1,0.7518,0,0
OWNERCFG,dirt-oval,closed,78,0,1,1,1.6777,1.5152,18.7483,2,0,2,0.7518,0,0
OWNERCFG,dirt-oval,closed,79,1,2,0,0.9099,0.3063,8.2822,10,0,5,0.7518,0,0
OWNERCFG,dirt-oval,closed,80,0,1,1,5.0272,0.1346,10.6843,1,0,4,0.7518,0,0
OWNERCFG,dirt-oval,closed,81,1,2,0,4.8822,0.6689,11.9945,1,0,2,0.7518,0,0
OWNERCFG,dirt-oval,closed,82,2,3,0,0.8809,0.2151,10.6243,7,0,2,0.7518,0,0
OWNERCFG,dirt-oval,closed,83,0,1,1,2.3333,3.6468,12.885,2,0,3,0.7518,0,0
OWNERCFG,dirt-oval,closed,84,1,2,0,0.673,3.0583,17.6732,2,0,0,0.7518,0,0
OWNERCFG,dirt-oval,closed,85,1,2,0,1.5912,0.4024,8.5562,5,0,10,0.7518,0,0
OWNERCFG,dirt-oval,closed,86,3,4,0,0.2799,1.2278,10.0543,3,0,2,0.7518,0,0
OWNERCFG,dirt-oval,closed,87,7,4,0,0.3653,1.008,5.3578,11,0,7,0.7518,0,0
OWNERCFG,dirt-oval,closed,88,1,2,0,3.992,1.738,13.122,1,0,2,0.7518,0,0
OWNERCFG,dirt-oval,closed,89,1,2,0,0.2615,0.8141,9.1148,5,0,0,0.7518,0,0
OWNERCFG,dirt-oval,closed,90,0,1,1,0.8318,0.286,9.1703,3,0,3,0.7518,0,0
OWNERCFG,dirt-oval,closed,91,0,1,1,1.1994,1.3886,15.2372,3,0,2,0.7518,0,0
OWNERCFG,dirt-oval,closed,92,2,3,0,1.2834,0.9569,13.3417,3,0,3,0.7518,0,0
OWNERCFG,dirt-oval,closed,93,2,3,0,1.9175,2.4811,10.0548,2,0,1,0.7518,0,0
OWNERCFG,dirt-oval,closed,94,2,3,0,1.1924,1.1205,16.8607,3,0,2,0.7518,0,0
OWNERCFG,dirt-oval,closed,95,0,1,1,3.8211,0.7968,17.9938,1,0,5,0.7518,0,0
